Id,BS_Module,Sub_Category,Case_Type,Summary,Description,Steps_To_Reproduce,Additional_Information,Notes,KB_Content
7590,Database,,Issue,ดึงข้อมูล file ตั้งต้นที่ upload เข้าระบบ ของใบนี้ได้ไหมครับ LONK22090668,"รบกวนหน่อยครับ สามารถดึงข้อมูล file ตั้งต้นที่ upload
เข้าระบบ ของใบนี้ได้ไหมครับ LONK22090668
ตอนนี้พบความผิดปกติคือ Loading ใบนี้บน B Logics ใช้รหัสสินค้าเดียวกันหมดทุก DO ครับ
แต่ตรวจสอบที่ฝั่ง Basics ที่ออก plan ตัวตั้งต้นมามันไม่ใช่แบบนี้ครับ",เคสนี้เป็นแพลนที่สร้างตั้งแต่ต้นเดือน ตรวสอบแล้วไม่พบตัวไฟล์ที่อัพเข้ามาแล้ว,,,"[ปัญหา] รบกวนหน่อยครับ สามารถดึงข้อมูล file ตั้งต้นที่ upload
เข้าระบบ ของใบนี้ได้ไหมครับ LONK22090668
ตอนนี้พบความผิดปกติคือ Loading ใบนี้บน B Logics ใช้รหัสสินค้าเดียวกันหมดทุก DO ครับ
แต่ตรวจสอบที่ฝั่ง Basics ที่ออก plan ตัวตั้งต้นมามันไม่ใช่แบบนี้ครับ

[วิธีแก้ไข] เคสนี้เป็นแพลนที่สร้างตั้งแต่ต้นเดือน ตรวสอบแล้วไม่พบตัวไฟล์ที่อัพเข้ามาแล้ว"
7589,Database,,Issue,แก้ราคาของ GT Code ST1K และ ST5H ให้เป็นชิ้นละ 11 บาท เฉพาะ trip ที่มี departure เป็น Dash,แก้ราคาของ GT Code ST1K และ ST5H ให้เป็นชิ้นละ 11 บาท เฉพาะ trip ที่มี departure เป็น Dash,"1.เช็ค estimate cost detail ว่ามี rec. ไหน ที่มี gtcode ตามที่แจ้งมา(แล้วราคาไม่ใช่ 11 บาท)
2.ทำการแก้ไข ราคาต่อเส้น และ ราคารวมใน estimate cost detail
3.คำนวนราคาของทั้งทริปใหม่แล้วแก้ไขที่ estimate cost

ถ้าออก freight charge แล้ว ให้ทำวิธีเดียวกับแต่ไปทำที่ table ของ freight charge

trip update

estimate cost
101063
101075
101078
101494
101496
101502

freight charge
38245
38249
38254
38597
38599
38602","select * from fcs.FreightChargeDetail
where 1=1
and Departure = 217
and GTCode in ('ST1K', 'ST5H')
and CostPerUnit != 11

select * from fcs.FreightCharge where FreightChargeId in ()

select
FreightChargeId
, sum(BFAmountTransporter) as 'BFCostPerTrip'
, sum(BFAmountTransporter) as 'BFCostPerTripTransporter'
, sum(Amount) as 'CostPerTrip'
, sum(AmountTransporter) as 'CostPerTripTransporter'
from fcs.FreightChargeDetail
where FreightChargeId in ()
and ActiveFlag = 1
group by FreightChargeId
order by FreightChargeId",,"[ปัญหา] แก้ราคาของ GT Code ST1K และ ST5H ให้เป็นชิ้นละ 11 บาท เฉพาะ trip ที่มี departure เป็น Dash

[วิธีแก้ไข] 1.เช็ค estimate cost detail ว่ามี rec. ไหน ที่มี gtcode ตามที่แจ้งมา(แล้วราคาไม่ใช่ 11 บาท)
2.ทำการแก้ไข ราคาต่อเส้น และ ราคารวมใน estimate cost detail
3.คำนวนราคาของทั้งทริปใหม่แล้วแก้ไขที่ estimate cost

ถ้าออก freight charge แล้ว ให้ทำวิธีเดียวกับแต่ไปทำที่ table ของ freight charge

trip update

estimate cost
101063
101075
101078
101494
101496
101502

freight charge
38245
38249
38254
38597
38599
38602

[ข้อมูลเพิ่มเติม] select * from fcs.FreightChargeDetail
where 1=1
and Departure = 217
and GTCode in ('ST1K', 'ST5H')
and CostPerUnit != 11

select * from fcs.FreightCharge where FreightChargeId in ()

select
FreightChargeId
, sum(BFAmountTransporter) as 'BFCostPerTrip'
, sum(BFAmountTransporter) as 'BFCostPerTripTransporter'
, sum(Amount) as 'CostPerTrip'
, sum(AmountTransporter) as 'CostPerTripTransporter'
from fcs.FreightChargeDetail
where FreightChargeId in ()
and ActiveFlag = 1
group by FreightChargeId
order by FreightChargeId"
7591,Database,,Issue,update Sticker Stock กับ Master Sticker ตามในไฟล์ excel,"update Sticker Stock กับ Master Sticker ตามในไฟล์ excel
ช่วงสีขาวให้ update stock ให้เป็น 0 และ ทำการ inactive sticker
ช่วงสีเขียวให้เพิ่ม sticker และ อัพเดท stock และ ผูกกับยาง","--update sticker stock = 0 (excel column L = no)
--inactive sticker = (excel column L = no)
--insert new sticker
--insert new sticker stock
--mapping tiressticker",,,"[ปัญหา] update Sticker Stock กับ Master Sticker ตามในไฟล์ excel
ช่วงสีขาวให้ update stock ให้เป็น 0 และ ทำการ inactive sticker
ช่วงสีเขียวให้เพิ่ม sticker และ อัพเดท stock และ ผูกกับยาง

[วิธีแก้ไข] --update sticker stock = 0 (excel column L = no)
--inactive sticker = (excel column L = no)
--insert new sticker
--insert new sticker stock
--mapping tiressticker"
7592,Web-App,,Issue,Cost per trip มีเศษสลึง เศษบาทเกินมาอีกแล้วครับ,Cost per trip มีเศษสลึง เศษบาทเกินมาอีกแล้วครับ รบกวนตรวจสอบให้ทีครับ,"1. เช็คใน Stored Procedures [masupport].[sp_MA_CheckSumAmountFreightCharge] โดยตัดหัวและท้ายออก
2. นำเลข FreightChargeId ทั้งหมดไปรันใน Stored Procedures [masupport].[sp_MA_CheckSumAmountFreightCharge_CalTotal]
ตัวอย่างสคริป exec [masupport].[sp_MA_CheckSumAmountFreightCharge_CalTotal] @FrightChargeId --เอาเลขมาใส่
3. วนกลับไปรันเช็คโดยใช้สคริปที่ข้อ 1. เลข FreightChargeId ที่รันแล้วต้องหายไป
4. ตรวจสอบใน report Cost Per Trip ว่ายังมีเศษอยู่หรือไม่

ถ้าทำในส่วนด้านบนแล้วขนส่ง THAI ASIA SERVICES CO.,LTD. ยังติดเศษ อาจจะเป็นเพราะค่า PremiumFreight ให้เช็คดังนี้
1. เช็คใน Stored Procedures [masupport].[sp_MA_CheckSumPremiumFreight] โดยตัดหัวและท้ายออก
2. นำเลข FreightChargeId ทั้งหมดไปรันใน Stored Procedures [masupport].[sp_MA_CheckSumPremiumFreight_CalTotal]
ตัวอย่างสคริป exec [masupport].[sp_MA_CheckSumAmountFreightCharge_CalTotal] @FrightChargeID --เอาเลขมาใส่
3. วนกลับไปรันเช็คโดยใช้สคริปที่ข้อ 1. เลข FreightChargeId ที่รันแล้วต้องหายไป
4. ตรวจสอบใน report Cost Per Trip ว่ายังมีเศษอยู่หรือไม่",,,"[ปัญหา] Cost per trip มีเศษสลึง เศษบาทเกินมาอีกแล้วครับ รบกวนตรวจสอบให้ทีครับ

[วิธีแก้ไข] 1. เช็คใน Stored Procedures [masupport].[sp_MA_CheckSumAmountFreightCharge] โดยตัดหัวและท้ายออก
2. นำเลข FreightChargeId ทั้งหมดไปรันใน Stored Procedures [masupport].[sp_MA_CheckSumAmountFreightCharge_CalTotal]
ตัวอย่างสคริป exec [masupport].[sp_MA_CheckSumAmountFreightCharge_CalTotal] @FrightChargeId --เอาเลขมาใส่
3. วนกลับไปรันเช็คโดยใช้สคริปที่ข้อ 1. เลข FreightChargeId ที่รันแล้วต้องหายไป
4. ตรวจสอบใน report Cost Per Trip ว่ายังมีเศษอยู่หรือไม่

ถ้าทำในส่วนด้านบนแล้วขนส่ง THAI ASIA SERVICES CO.,LTD. ยังติดเศษ อาจจะเป็นเพราะค่า PremiumFreight ให้เช็คดังนี้
1. เช็คใน Stored Procedures [masupport].[sp_MA_CheckSumPremiumFreight] โดยตัดหัวและท้ายออก
2. นำเลข FreightChargeId ทั้งหมดไปรันใน Stored Procedures [masupport].[sp_MA_CheckSumPremiumFreight_CalTotal]
ตัวอย่างสคริป exec [masupport].[sp_MA_CheckSumAmountFreightCharge_CalTotal] @FrightChargeID --เอาเลขมาใส่
3. วนกลับไปรันเช็คโดยใช้สคริปที่ข้อ 1. เลข FreightChargeId ที่รันแล้วต้องหายไป
4. ตรวจสอบใน report Cost Per Trip ว่ายังมีเศษอยู่หรือไม่"
7594,Database,,Issue,ปรับ Dash ให้คำนวน Final Discount ตามเรตนี้ให้ทีครับ,รบกวนปรับ Dash ให้คำนวน Final Discount ตามเรตนี้ให้ทีครับ บวกเรทน้ำมัน 4.46% target rate 3% discount 5%,"declare @PaymentPeriod datetime = '20220901'
, @Range1dcOilRate decimal(11,2)= -4.46 -- (ถ้าคิดราคาเพิ่ม ให้ใส่ค่า ติดลบ)
, @TargetRate decimal(11,2) = 3.00 --all record (amount, amount transporter)
, @DiscountRate decimal(11,2) = 5.00 -- all record (amount transporter)",,,"[ปัญหา] รบกวนปรับ Dash ให้คำนวน Final Discount ตามเรตนี้ให้ทีครับ บวกเรทน้ำมัน 4.46% target rate 3% discount 5%

[วิธีแก้ไข] declare @PaymentPeriod datetime = '20220901'
, @Range1dcOilRate decimal(11,2)= -4.46 -- (ถ้าคิดราคาเพิ่ม ให้ใส่ค่า ติดลบ)
, @TargetRate decimal(11,2) = 3.00 --all record (amount, amount transporter)
, @DiscountRate decimal(11,2) = 5.00 -- all record (amount transporter)"
7579,Win-App,,Issue,"ถอยสถานะ TC LONK22093497,LONK2209347",รบกวนถอยสถานะ TC LONK22093497 ให้หน่อยครับ เพิ่มถอย TC LONK22093474 ด้วยครับ,3.MA_Reset_TireChecker_Finish_Status,,,"[ปัญหา] รบกวนถอยสถานะ TC LONK22093497 ให้หน่อยครับ เพิ่มถอย TC LONK22093474 ด้วยครับ

[วิธีแก้ไข] 3.MA_Reset_TireChecker_Finish_Status"
7583,Database,,Issue,งานเคลม เปลี่ยน Destination แล้วราคาไม่ขึ้น,"TBSL-221960 เปลี่ยนจาก หาดใหญ่เป็นสงขลาแล้วราคาไม่ขึ้น
TBSL-221990 เปลี่ยนจากชุมแพเป็นขอนแก่นแล้วราคาไม่ขึ้น","select * from fcs.EstimateCost where ReferenceNo in ('TBSL-221960','TBSL-221990')
select * from fcs.EstimateCostDetail where EstimateCostId in ('100312','100322')

1.ใช้ script 10.claim_recal_claim",,,"[ปัญหา] TBSL-221960 เปลี่ยนจาก หาดใหญ่เป็นสงขลาแล้วราคาไม่ขึ้น
TBSL-221990 เปลี่ยนจากชุมแพเป็นขอนแก่นแล้วราคาไม่ขึ้น

[วิธีแก้ไข] select * from fcs.EstimateCost where ReferenceNo in ('TBSL-221960','TBSL-221990')
select * from fcs.EstimateCostDetail where EstimateCostId in ('100312','100322')

1.ใช้ script 10.claim_recal_claim"
7582,Database,,Issue,งานเคลม TBSL-221850 แก้ departure เป็น dash,รบกวนด้วยครับ TBSL-221850 แก้ departure เป็น dash ให้ทีครับ,"select * from fcs.EstimateCost where ReferenceNo in ('TBSL-221850')
select * from fcs.EstimateCostDetail where EstimateCostId in ('98647')

1. edit 200 ที่ fcs.EstimateCostDetail ที่ EstimateCostId 98647 แก้ dash = 217
3. ใช้ script 10.claim_recal_claim",,,"[ปัญหา] รบกวนด้วยครับ TBSL-221850 แก้ departure เป็น dash ให้ทีครับ

[วิธีแก้ไข] select * from fcs.EstimateCost where ReferenceNo in ('TBSL-221850')
select * from fcs.EstimateCostDetail where EstimateCostId in ('98647')

1. edit 200 ที่ fcs.EstimateCostDetail ที่ EstimateCostId 98647 แก้ dash = 217
3. ใช้ script 10.claim_recal_claim"
7576,Database,,Issue,รบกวนดึงข้อมูลเหมือนในหน้า Approve Loading Report ของเดือนสิงหา 2565 ครับ,รบกวนดึงข้อมูลเหมือนในหน้า Approve Loading Report ของเดือนสิงหา 2565 ครับ,script ตามในไฟล์แนบ,,,"[ปัญหา] รบกวนดึงข้อมูลเหมือนในหน้า Approve Loading Report ของเดือนสิงหา 2565 ครับ

[วิธีแก้ไข] script ตามในไฟล์แนบ"
7577,Database,,Issue,ปรับให้ยาง vm88 ไม่ต้องเลือกสติคเกอในหน้า tire checker manage plan (ปลดออกแล้ว),"รบกวนด้วยครับ ทำการปรับให้ยาง vm88 ไม่ต้องเลือกสติคเกอในหน้า tire checker manageplan เงื่อนไขของ rep ทีครับ
เนื่องจากเป็นไซส์ใหม่และสติคเกอยังไม่มาครับ","เพิ่มข้อมูลที่ table giveaway

insert into [GiveAwayItem]
values ('01','VM88','20220928','admin')

28/9/22 16:15 ได้ทำการลบออกไปแล้วตามที่พี่บอยแจ้งมา",,,"[ปัญหา] รบกวนด้วยครับ ทำการปรับให้ยาง vm88 ไม่ต้องเลือกสติคเกอในหน้า tire checker manageplan เงื่อนไขของ rep ทีครับ
เนื่องจากเป็นไซส์ใหม่และสติคเกอยังไม่มาครับ

[วิธีแก้ไข] เพิ่มข้อมูลที่ table giveaway

insert into [GiveAwayItem]
values ('01','VM88','20220928','admin')

28/9/22 16:15 ได้ทำการลบออกไปแล้วตามที่พี่บอยแจ้งมา"
7580,Web-App,,Issue,LONK22093298 ทำ short load ฝั่ง mocs ผ่านแล้ว แต่ฝั่ง basic จำนวนไม่เปลี่ยน,"LONK22093298 ทำ short load ฝั่ง mocs ผ่านแล้ว แต่ฝั่ง basic จำนวนไม่เปลี่ยน
จากจำนวนรวม 880 เหลือ 879 โดยตัด GTCode 9C62 จาก 93 เส้น เหลือ 92 เส้น","พบ log wms {""Message"":""NOT OK"",""Data"":null}
ทำการ upload wms ผ่าน mocs อีกครั้ง",,,"[ปัญหา] LONK22093298 ทำ short load ฝั่ง mocs ผ่านแล้ว แต่ฝั่ง basic จำนวนไม่เปลี่ยน
จากจำนวนรวม 880 เหลือ 879 โดยตัด GTCode 9C62 จาก 93 เส้น เหลือ 92 เส้น

[วิธีแก้ไข] พบ log wms {""Message"":""NOT OK"",""Data"":null}
ทำการ upload wms ผ่าน mocs อีกครั้ง"
7570,Web-App,,Issue,Loading Lonk22093178 submit plan ไม่ได้,"รบกวนสอบถาม Loading Lonk22093178 เป็นของ OE
Size TQ20 ไม่มี sticker submit plan ไม่ได้","plan ที่เซ็ทมาเป็น rep ครับ
ต้องอัพโหลดที่เมนู OE ครับ",,,"[ปัญหา] รบกวนสอบถาม Loading Lonk22093178 เป็นของ OE
Size TQ20 ไม่มี sticker submit plan ไม่ได้

[วิธีแก้ไข] plan ที่เซ็ทมาเป็น rep ครับ
ต้องอัพโหลดที่เมนู OE ครับ"
7571,Win-App,,Issue,LORS22090872 gtcode BS95 ผูกสติคเกอผิด เริ่มยิงยางแล้ว,"LORS22090872 gtcode BS95 พอดีผูกสติคเกอผิด และตัดออกมาแล้วและเริ่มยิงยางแล้ว
รบกวนให้เปลี่ยนจาก 1nm9bs95 เป็น 1bs95nm9 แทนครับ","ใน loading นี้ BS95 จะใช้ sticker 1NM9BS95, BS95NM9
ให้เปลี่ยน 1NM9BS95 เป็น 1BS95NM9
ส่วน BS95NM9 ให้คงไว้","select * from TiresMaster where GTCode = 'BS95' and Warehouse = '01'
select * from StickerMaster where StickerBarcode in ('1nm9bs95', '1bs95nm9', 'BS95NM9')
select * from TiresSticker where TiresCode = 'BS95-NM9-01'
select * from TiresSticker where StickerCode = '01220927112450643e56'

select * from TiresCheckerSticker where LoadingNo = 'LORS22090872' and GTCode = 'BS95'

--begin tran
----commit rollback

--update TiresCheckerSticker
--set StickerCode = '01220927112450643e56'
--where LoadingNo = 'LORS22090872'
--and GTCode = 'BS95'
--and TC_StickerID = '784176'",,"[ปัญหา] LORS22090872 gtcode BS95 พอดีผูกสติคเกอผิด และตัดออกมาแล้วและเริ่มยิงยางแล้ว
รบกวนให้เปลี่ยนจาก 1nm9bs95 เป็น 1bs95nm9 แทนครับ

[วิธีแก้ไข] ใน loading นี้ BS95 จะใช้ sticker 1NM9BS95, BS95NM9
ให้เปลี่ยน 1NM9BS95 เป็น 1BS95NM9
ส่วน BS95NM9 ให้คงไว้

[ข้อมูลเพิ่มเติม] select * from TiresMaster where GTCode = 'BS95' and Warehouse = '01'
select * from StickerMaster where StickerBarcode in ('1nm9bs95', '1bs95nm9', 'BS95NM9')
select * from TiresSticker where TiresCode = 'BS95-NM9-01'
select * from TiresSticker where StickerCode = '01220927112450643e56'

select * from TiresCheckerSticker where LoadingNo = 'LORS22090872' and GTCode = 'BS95'

--begin tran
----commit rollback

--update TiresCheckerSticker
--set StickerCode = '01220927112450643e56'
--where LoadingNo = 'LORS22090872'
--and GTCode = 'BS95'
--and TC_StickerID = '784176'"
7560,Database,,Issue,แก้ราคาของ GT Code ST1K และ ST5H ให้เป็นชิ้นละ 11 บาท เฉพาะ trip ที่มี departure เป็น Dash,รบกวนทำการปรับฟิกราคาของ GT Code ST1K และ ST5H ให้เป็นชิ้นละ 11 บาท เฉพาะ trip ที่มี departure เป็น Dash ทีครับ,"1.เช็ค estimate cost detail ว่ามี rec. ไหน ที่มี gtcode ตามที่แจ้งมา(แล้วราคาไม่ใช่ 11 บาท)
2.ทำการแก้ไข ราคาต่อเส้น และ ราคารวมใน estimate cost detail
3.คำนวนราคาของทั้งทริปใหม่แล้วแก้ไขที่ estimate cost

ถ้าออก freight charge แล้ว ให้ทำวิธีเดียวกับแต่ไปทำที่ table ของ freight charge",,,"[ปัญหา] รบกวนทำการปรับฟิกราคาของ GT Code ST1K และ ST5H ให้เป็นชิ้นละ 11 บาท เฉพาะ trip ที่มี departure เป็น Dash ทีครับ

[วิธีแก้ไข] 1.เช็ค estimate cost detail ว่ามี rec. ไหน ที่มี gtcode ตามที่แจ้งมา(แล้วราคาไม่ใช่ 11 บาท)
2.ทำการแก้ไข ราคาต่อเส้น และ ราคารวมใน estimate cost detail
3.คำนวนราคาของทั้งทริปใหม่แล้วแก้ไขที่ estimate cost

ถ้าออก freight charge แล้ว ให้ทำวิธีเดียวกับแต่ไปทำที่ table ของ freight charge"
7561,Database,,Issue,"เพิ่ม NX94,YZ16,YZ60,ZZ09 เป็นยาง retread ไม่ใช้ sticker","เพิ่ม NX94,YZ16,YZ60,ZZ09 เป็นยาง retread ไม่ใช้ sticker",เพิ่มข้อมูลใน table GiveAwayItem,,,"[ปัญหา] เพิ่ม NX94,YZ16,YZ60,ZZ09 เป็นยาง retread ไม่ใช้ sticker

[วิธีแก้ไข] เพิ่มข้อมูลใน table GiveAwayItem"
7567,Database,,Issue,Freight charge เบอร์ 37255 DO duplicate,Trip ในหน้า Freight charge เบอร์ 37255 รบกวนตรวจสอบให้ทีครับ เคสเดิมครับ DO duplicate ครับเยอะเลย,"ทำการลบข้อมูล dup ใน routingjob, estimate cost detail, freight charge detail","--select * from fcs.FreightCharge
--where 1=1
--and FreightChargeId = 37255
select * from fcs.FreightChargeDetail
where 1=1
and FreightChargeId = 37255
--and EstimateCostDetailId in (658204,658206)
--order by LoadingNo, DONo, GTCode, EstimateCostDetailId

--select * from fcs.EstimateCost
--where 1=1
--and EstimateCostId = 98177
select * from fcs.EstimateCostDetail
where 1=1
and EstimateCostId = 98177
--and EstimateCostDetailId in (658204,658206)
--order by LoadingNo, DONo, GTCode

--select * from Delivery where LoadingNo = 'LONK22090263'
--select * from DeliveryDetail where LoadingNo = 'LONK22090263'

--select * from mobile.RoutingJob where LoadingNo = 'LONK22090263'

--begin tran
--commit rollback

--delete mobile.RoutingJob
--where RoutingJobID in ('573590', '573591', '573592', '573593', '573594', '573595')

--delete fcs.EstimateCostDetail
--where EstimateCostId = 98177
--and EstimateCostDetailId not in (658204,658206)

--delete fcs.FreightChargeDetail
--where FreightChargeId = 37255
--and EstimateCostDetailId not in (658204,658206)",,"[ปัญหา] Trip ในหน้า Freight charge เบอร์ 37255 รบกวนตรวจสอบให้ทีครับ เคสเดิมครับ DO duplicate ครับเยอะเลย

[วิธีแก้ไข] ทำการลบข้อมูล dup ใน routingjob, estimate cost detail, freight charge detail

[ข้อมูลเพิ่มเติม] --select * from fcs.FreightCharge
--where 1=1
--and FreightChargeId = 37255
select * from fcs.FreightChargeDetail
where 1=1
and FreightChargeId = 37255
--and EstimateCostDetailId in (658204,658206)
--order by LoadingNo, DONo, GTCode, EstimateCostDetailId

--select * from fcs.EstimateCost
--where 1=1
--and EstimateCostId = 98177
select * from fcs.EstimateCostDetail
where 1=1
and EstimateCostId = 98177
--and EstimateCostDetailId in (658204,658206)
--order by LoadingNo, DONo, GTCode

--select * from Delivery where LoadingNo = 'LONK22090263'
--select * from DeliveryDetail where LoadingNo = 'LONK22090263'

--select * from mobile.RoutingJob where LoadingNo = 'LONK22090263'

--begin tran
--commit rollback

--delete mobile.RoutingJob
--where RoutingJobID in ('573590', '573591', '573592', '573593', '573594', '573595')

--delete fcs.EstimateCostDetail
--where EstimateCostId = 98177
--and EstimateCostDetailId not in (658204,658206)

--delete fcs.FreightChargeDetail
--where FreightChargeId = 37255
--and EstimateCostDetailId not in (658204,658206)"
7568,Database,,Issue,TBSL-221891/TBSL-221922/TBSL-221946/TBSL-221960/TBSL-221990 5 ใบนี้แก้ Departure เป็น DASH ให้หน่อยครับ,TBSL-221891/TBSL-221922/TBSL-221946/TBSL-221960/TBSL-221990 5 ใบนี้แก้ Departure เป็น DASH ให้หน่อยครับ,"edit departure = 217
recal claim","select * from fcs.EstimateCost where ReferenceNo in ('TBSL-221891', 'TBSL-221922', 'TBSL-221946', 'TBSL-221960', 'TBSL-221990')
select * from fcs.EstimateCostDetail where EstimateCostId in ('98887', '100302', '100311', '100312', '100322')",,"[ปัญหา] TBSL-221891/TBSL-221922/TBSL-221946/TBSL-221960/TBSL-221990 5 ใบนี้แก้ Departure เป็น DASH ให้หน่อยครับ

[วิธีแก้ไข] edit departure = 217
recal claim

[ข้อมูลเพิ่มเติม] select * from fcs.EstimateCost where ReferenceNo in ('TBSL-221891', 'TBSL-221922', 'TBSL-221946', 'TBSL-221960', 'TBSL-221990')
select * from fcs.EstimateCostDetail where EstimateCostId in ('98887', '100302', '100311', '100312', '100322')"
7557,Win-App,,Issue,ย้อนสถานะเอกสาร lors22090726 ให้กลับมาเป็นยังไม่จบ Tire Checker,"รบกวนย้อนสถานะเอกสาร lors22090726 ให้กลับมาเป็นยังไม่จบ Tire Checker ทีครับ
เนื่องจากมีการยิงยางไม่ครบแล้วไปกดจบครับ",3.MA_Reset_TireChecker_Finish_Status,,,"[ปัญหา] รบกวนย้อนสถานะเอกสาร lors22090726 ให้กลับมาเป็นยังไม่จบ Tire Checker ทีครับ
เนื่องจากมีการยิงยางไม่ครบแล้วไปกดจบครับ

[วิธีแก้ไข] 3.MA_Reset_TireChecker_Finish_Status"
7559,Database,,Issue,"เกิด trip estimate cost ซ้ำ 98860, 98861","เกิด trip estimate cost ซ้ำ 98860, 98861
ให้ลบ 98860 ออก
ส่วน 98861 ให้ทำการลบ item ที่ซ้ำออกไป","ทำการลบ routing 91697 และ estimate cost 98860
ส่วน routing 91698 และ estimate cost 98861 เอา loading เทียบกับ table delivery , deliverydetail เพื่อเช็คจำนวน item ที่มีอยู่จริง",อ้างอิงวิธีทำจาก https://mantis.iconext.cc/issuetracking/view.php?id=7535,,"[ปัญหา] เกิด trip estimate cost ซ้ำ 98860, 98861
ให้ลบ 98860 ออก
ส่วน 98861 ให้ทำการลบ item ที่ซ้ำออกไป

[วิธีแก้ไข] ทำการลบ routing 91697 และ estimate cost 98860
ส่วน routing 91698 และ estimate cost 98861 เอา loading เทียบกับ table delivery , deliverydetail เพื่อเช็คจำนวน item ที่มีอยู่จริง

[ข้อมูลเพิ่มเติม] อ้างอิงวิธีทำจาก https://mantis.iconext.cc/issuetracking/view.php?id=7535"
7548,Web-App,,Issue,เพิ่ม Freight Rate Claim เปลี่ยนตัว Destination ใน Freight Rate claim จาก NAKORN SAWAN(TAR-KLEE) เป็น Nakornsawan,เพิ่ม Freight Rate Claim ให้ทีครับ เปลี่ยนตัว Destination ใน Freight Rate claim จาก NAKORN SAWAN(TAR-KLEE) เป็น Nakornsawan ให้ทีครับ,add เพิ่มในเมนู Freight Rate Claim โดย copy ข้อมูลของ Destination NAKORN SAWAN(TAR-KLEE),,,"[ปัญหา] เพิ่ม Freight Rate Claim ให้ทีครับ เปลี่ยนตัว Destination ใน Freight Rate claim จาก NAKORN SAWAN(TAR-KLEE) เป็น Nakornsawan ให้ทีครับ

[วิธีแก้ไข] add เพิ่มในเมนู Freight Rate Claim โดย copy ข้อมูลของ Destination NAKORN SAWAN(TAR-KLEE)"
7551,Web-App,,Issue,ต้องการ delete plan LOWN2200002997,"รบกวนยกเลิกเอกสารใบนี้ให้ทีครับ LOWN2200002997
เนื่องจากมีการยกเลิกและจะจัดจำนวนยางใหม่ครับ ทำการยิงไปแล้วเยอะพอสมควรครับ",4.MA_Cancel_&_Delete_Tirechecker_Plan.sql,,,"[ปัญหา] รบกวนยกเลิกเอกสารใบนี้ให้ทีครับ LOWN2200002997
เนื่องจากมีการยกเลิกและจะจัดจำนวนยางใหม่ครับ ทำการยิงไปแล้วเยอะพอสมควรครับ

[วิธีแก้ไข] 4.MA_Cancel_&_Delete_Tirechecker_Plan.sql"
7546,Database,,Issue,รบกวนตรวจสอบ Loading LONK22092310 ในช่อง Loading (Start) Actual เวลาไม่ขึ้น ครับ,รบกวนตรวจสอบ Loading LONK22092310 ในช่อง Loading (Start) Actual เวลาไม่ขึ้น ครับ,6.MA_Initial_Start_Scan_Date.sql,,,"[ปัญหา] รบกวนตรวจสอบ Loading LONK22092310 ในช่อง Loading (Start) Actual เวลาไม่ขึ้น ครับ

[วิธีแก้ไข] 6.MA_Initial_Start_Scan_Date.sql"
7542,Mobile-App,,Issue,"LORS22090441,LORS22090443 ย้อนสถานะ เอกสาร 2 ใบนี้ให้กลับไปเป็นยังไม่ปิดงาน","รบกวนย้อนสถานะ เอกสาร 2 ใบนี้ให้กลับไปเป็นยังไม่ปิดงานทีครับ เนื่องจากปิดงานไปแล้วแต่ลูกค้ายกเลิกงานครับ
LORS22090441,LORS22090443","1. เช็คใน RoutingJob ว่า loading นั้นมีการเปิดงานกี่ DO และต้องการให้ปิดงาน DO ไหนบ้าง เคสนี้ในแต่ละ loading มี DO 2 ใบที่ปิดงานอยู่
2. ใช้ script RoutingJob_Update_Data

DECLARE @RID VARCHAR(20) = '91868' --RoutingID

BEGIN TRAN
SELECT @@TRANCOUNT

UPDATE [mobile].[RoutingJob]
SET CompleteFlag = 0
WHERE RoutingID = @RID
AND RoutingJobID in (577759, 577760)

UPDATE [mobile].[Routing]
SET ActiveFlag = 1
WHERE RoutingID = @RID

--COMMIT
--ROLLBACK",,,"[ปัญหา] รบกวนย้อนสถานะ เอกสาร 2 ใบนี้ให้กลับไปเป็นยังไม่ปิดงานทีครับ เนื่องจากปิดงานไปแล้วแต่ลูกค้ายกเลิกงานครับ
LORS22090441,LORS22090443

[วิธีแก้ไข] 1. เช็คใน RoutingJob ว่า loading นั้นมีการเปิดงานกี่ DO และต้องการให้ปิดงาน DO ไหนบ้าง เคสนี้ในแต่ละ loading มี DO 2 ใบที่ปิดงานอยู่
2. ใช้ script RoutingJob_Update_Data

DECLARE @RID VARCHAR(20) = '91868' --RoutingID

BEGIN TRAN
SELECT @@TRANCOUNT

UPDATE [mobile].[RoutingJob]
SET CompleteFlag = 0
WHERE RoutingID = @RID
AND RoutingJobID in (577759, 577760)

UPDATE [mobile].[Routing]
SET ActiveFlag = 1
WHERE RoutingID = @RID

--COMMIT
--ROLLBACK"
